00:18:0a:15:25:90,00:18:0a:04:5d:78,35
00:18:0a:04:5d:a4,00:18:0a:15:bb:a0,225
00:18:0a:15:e6:c0,00:18:0a:04:5d:78,42
00:18:0a:13:1e:e0,00:18:0a:15:65:c0,8
00:18:0a:04:5d:42,00:18:0a:15:67:60,5
00:18:0a:15:3c:50,00:18:0a:04:5d:a4,820
00:18:0a:15:ba:f0,00:18:0a:15:aa:30,46
00:18:0a:04:5d:42,00:18:0a:15:58:b0,2
00:18:0a:04:6d:c4,00:18:0a:15:65:c0,5
00:18:0a:15:da:d0,00:18:0a:04:16:a0,831
00:18:0a:15:d7:20,00:18:0a:14:de:f0,115
00:18:0a:15:aa:30,00:18:0a:04:5d:52,92
00:18:0a:14:e2:b0,00:18:0a:15:d6:10,7
00:18:0a:27:cf:e2,00:18:0a:15:90:f0,1
00:18:0a:15:25:90,00:18:0a:04:5d:a4,1221
00:18:0a:04:5d:52,00:18:0a:15:25:90,503
00:18:0a:15:65:90,00:18:0a:15:22:20,4016
00:18:0a:15:dc:00,00:18:0a:04:5d:52,97
00:18:0a:15:d7:20,00:18:0a:15:22:20,2822
00:18:0a:15:65:c0,00:18:0a:27:cf:e2,3
00:18:0a:27:c5:1a,00:18:0a:04:6d:c4,3
00:18:0a:14:f8:e0,00:18:0a:15:da:d0,96
00:18:0a:15:90:f0,00:18:0a:04:5d:94,34
00:18:0a:15:25:90,00:18:0a:21:e2:44,1
00:18:0a:15:2e:b0,00:18:0a:15:25:b0,3925
00:18:0a:15:22:20,00:18:0a:15:dc:00,1204
00:18:0a:04:16:a0,00:18:0a:15:47:c0,2
00:18:0a:32:d9:02,00:18:0a:22:56:86,26
00:18:0a:04:5d:a4,00:18:0a:15:67:c0,62
00:18:0a:14:f4:c0,00:18:0a:04:6d:c4,86
00:18:0a:04:16:a0,00:18:0a:14:fc:50,2595
00:18:0a:14:f4:c0,00:18:0a:14:f4:c0,31121
00:18:0a:14:f8:e0,00:18:0a:15:0d:70,3111
00:18:0a:15:dc:00,00:18:0a:14:f8:e0,1032
00:18:0a:15:25:90,00:18:0a:15:3c:50,19927
00:18:0a:27:cf:e2,00:18:0a:15:67:c0,6
00:18:0a:14:f8:e0,00:18:0a:04:5d:52,70
00:18:0a:15:dc:00,00:18:0a:15:67:60,1222
00:18:0a:15:25:b0,00:18:0a:04:5d:78,40
00:18:0a:15:0d:70,00:18:0a:04:16:a0,310
00:18:0a:15:90:f0,00:18:0a:04:5d:a4,19
00:18:0a:14:f8:e0,00:18:0a:13:1e:e0,22
00:18:0a:15:ba:f0,00:18:0a:15:0d:70,4494
00:18:0a:15:67:60,00:18:0a:13:1e:e0,195
00:18:0a:14:f9:d0,00:18:0a:27:cf:e2,23
00:18:0a:04:5d:42,00:18:0a:15:d6:10,2916
00:18:0a:04:5d:a4,00:18:0a:15:da:d0,24
00:18:0a:15:da:d0,00:18:0a:04:5d:96,7
00:18:0a:04:5d:42,00:18:0a:13:bd:60,5
00:18:0a:04:5d:42,00:18:0a:15:5f:b0,876
00:18:0a:04:16:5e,00:18:0a:15:5f:b0,8039
00:18:0a:14:e2:b0,00:18:0a:04:4b:1c,22
00:18:0a:14:de:f0,00:18:0a:27:cf:e2,50
00:18:0a:04:16:5e,00:18:0a:15:90:f0,2
00:18:0a:14:de:f0,00:18:0a:15:65:90,9300
00:18:0a:15:ba:f0,00:18:0a:14:f9:d0,312
00:18:0a:21:e2:44,00:18:0a:04:5d:94,1
00:18:0a:15:dc:00,00:18:0a:13:1e:e0,717
00:18:0a:15:25:b0,00:18:0a:21:e2:44,1
00:18:0a:04:5d:96,00:18:0a:04:4b:1c,5302
00:18:0a:15:65:90,00:18:0a:a1:9f:60,7
00:18:0a:14:f8:e0,00:18:0a:15:67:60,1309
00:18:0a:15:5f:b0,00:18:0a:15:dc:00,343
00:18:0a:32:90:b4,00:18:0a:32:d9:02,105587
00:18:0a:15:47:c0,00:18:0a:15:b9:30,12
00:18:0a:15:5f:b0,00:18:0a:15:d7:20,7
00:18:0a:15:0d:70,00:18:0a:15:22:20,9222
00:18:0a:04:16:a0,00:18:0a:14:e2:b0,13
00:18:0a:15:90:f0,00:18:0a:15:2e:b0,533
00:18:0a:15:d6:10,00:18:0a:15:e6:c0,30
00:18:0a:15:ba:f0,00:18:0a:14:f4:c0,3699
00:18:0a:15:d6:10,00:18:0a:04:5d:52,75
00:18:0a:15:dc:00,00:18:0a:15:28:30,59
00:18:0a:15:3c:50,00:18:0a:15:22:40,1568
00:18:0a:04:5d:96,00:18:0a:04:16:5e,564
00:18:0a:15:65:90,00:18:0a:15:ba:f0,9488
00:18:0a:15:da:d0,00:18:0a:15:aa:30,5
00:18:0a:15:25:b0,00:18:0a:13:b2:50,7
00:18:0a:15:d7:20,00:18:0a:15:58:b0,17
00:18:0a:14:f4:c0,00:18:0a:15:0d:70,1940
00:18:0a:04:5d:a4,00:18:0a:14:de:f0,305
00:18:0a:15:25:90,00:18:0a:15:65:c0,856
00:18:0a:15:b9:30,00:18:0a:15:5f:b0,108
00:18:0a:21:e2:44,00:18:0a:21:e5:19,662
00:18:0a:15:65:90,00:18:0a:15:b9:30,690
00:18:0a:13:b6:90,00:18:0a:15:b2:40,2
00:18:0a:14:de:f0,00:18:0a:04:5d:a4,391
00:18:0a:15:0d:70,00:18:0a:15:25:90,28778
00:18:0a:14:e2:b0,00:18:0a:15:bb:a0,1147
00:18:0a:21:e5:19,00:18:0a:21:e2:44,562
00:18:0a:15:d6:10,00:18:0a:a1:9f:60,66
00:18:0a:15:d6:10,00:18:0a:15:bb:a0,27
00:18:0a:a1:9f:60,00:18:0a:04:5d:96,1390
00:18:0a:13:bd:60,00:18:0a:15:3c:50,44
00:18:0a:15:0d:70,00:18:0a:15:d6:10,111
00:18:0a:15:b2:40,00:18:0a:04:5d:a4,62
00:18:0a:15:0d:70,00:18:0a:15:b9:30,585
00:18:0a:15:b2:40,00:18:0a:15:90:f0,3
00:18:0a:14:fc:50,00:18:0a:04:5d:42,11
00:18:0a:15:90:f0,00:18:0a:04:5d:78,9
00:18:0a:15:22:40,00:18:0a:15:b9:30,438
00:18:0a:15:65:c0,00:18:0a:14:f9:d0,35
00:18:0a:04:5d:52,00:18:0a:15:47:c0,97
00:18:0a:15:ba:f0,00:18:0a:04:5d:94,19
00:18:0a:14:e2:b0,00:18:0a:15:ba:f0,1214
00:18:0a:15:22:40,00:18:0a:15:22:20,672
00:18:0a:15:2e:b0,00:18:0a:04:16:a0,119
00:18:0a:14:e2:b0,00:18:0a:04:6d:c4,17
00:18:0a:15:58:b0,00:18:0a:a1:9f:60,7
00:18:0a:15:5f:b0,00:18:0a:04:16:5e,9228
00:18:0a:15:aa:30,00:18:0a:04:16:5e,7624
00:18:0a:15:2e:b0,00:18:0a:04:5d:a4,768
00:18:0a:15:ba:f0,00:18:0a:04:5d:78,13
00:18:0a:27:cf:e2,00:18:0a:04:16:5e,46
00:18:0a:14:f8:e0,00:18:0a:04:16:5e,31
00:18:0a:21:e5:19,00:18:0a:04:5d:78,1
00:18:0a:15:28:30,00:18:0a:15:65:90,320
00:18:0a:04:4b:1c,00:18:0a:04:4b:1c,28729
00:18:0a:22:56:86,00:18:0a:32:d9:02,44
00:18:0a:14:f4:c0,00:18:0a:15:b9:30,434
00:18:0a:15:aa:30,00:18:0a:15:aa:30,12516
00:18:0a:15:25:b0,00:18:0a:14:f9:d0,412
00:18:0a:04:5d:78,00:18:0a:15:5f:b0,424
00:18:0a:15:e6:c0,00:18:0a:15:e6:c0,13489
00:18:0a:04:5d:52,00:18:0a:15:65:90,48
00:18:0a:15:22:40,00:18:0a:14:fc:50,242
00:18:0a:15:22:20,00:18:0a:15:5f:b0,329
00:18:0a:15:b9:30,00:18:0a:15:22:40,321
00:18:0a:15:d6:10,00:18:0a:15:47:c0,6
00:18:0a:04:5d:52,00:18:0a:13:bd:60,60
00:18:0a:14:f9:d0,00:18:0a:15:65:90,396
00:18:0a:15:25:90,00:18:0a:27:cf:e2,187
00:18:0a:14:de:f0,00:18:0a:14:f4:c0,786
00:18:0a:15:e6:c0,00:18:0a:15:25:90,3584
00:18:0a:04:16:a0,00:18:0a:15:58:b0,204
00:18:0a:04:5d:52,00:18:0a:14:f9:d0,17
00:18:0a:27:cf:e2,00:18:0a:04:4b:1c,28
00:18:0a:15:aa:30,00:18:0a:15:90:f0,1
00:18:0a:15:aa:30,00:18:0a:14:f9:d0,3
00:18:0a:13:1e:e0,00:18:0a:27:cf:e2,22
00:18:0a:33:2e:f2,00:18:0a:32:90:b4,513
00:18:0a:15:5f:b0,00:18:0a:15:b9:30,44
00:18:0a:15:98:e0,00:18:0a:04:5d:42,942
00:18:0a:15:dc:00,00:18:0a:21:e5:2b,3
00:18:0a:04:6d:c4,00:18:0a:13:b6:90,1712
00:18:0a:15:67:c0,00:18:0a:15:28:30,818
00:18:0a:15:3c:50,00:18:0a:15:e6:c0,1656
00:18:0a:15:d7:20,00:18:0a:a1:9f:60,27
00:18:0a:15:e6:c0,00:18:0a:04:5d:42,26
00:18:0a:15:d7:20,00:18:0a:04:4b:1c,39
00:18:0a:21:e2:44,00:18:0a:32:d9:02,135
00:18:0a:a1:9f:60,00:18:0a:04:5d:42,2401
00:18:0a:04:5d:94,00:18:0a:14:de:f0,13
00:18:0a:15:ba:f0,00:18:0a:15:28:30,1907
00:18:0a:15:da:d0,00:18:0a:15:65:90,318
00:18:0a:15:b9:30,00:18:0a:04:5d:94,624
00:18:0a:15:3c:50,00:18:0a:15:65:c0,1338
00:18:0a:15:67:60,00:18:0a:04:5d:94,39
00:18:0a:15:d6:10,00:18:0a:15:58:b0,20
00:18:0a:15:22:20,00:18:0a:13:b6:90,18
00:18:0a:15:bb:a0,00:18:0a:15:5f:b0,55
00:18:0a:13:b6:90,00:18:0a:04:16:a0,2
00:18:0a:13:b6:90,00:18:0a:15:aa:30,4
00:18:0a:21:e2:44,00:18:0a:21:8d:14,63040
00:18:0a:15:ba:f0,00:18:0a:15:65:c0,1147
00:18:0a:21:e2:44,00:18:0a:15:22:20,2
00:18:0a:15:ba:f0,00:18:0a:15:5f:b0,25
00:18:0a:15:25:b0,00:18:0a:15:aa:30,1271
00:18:0a:04:5d:96,00:18:0a:15:0d:70,92
00:18:0a:04:5d:96,00:18:0a:15:b9:30,531
00:18:0a:15:47:c0,00:18:0a:04:6d:c4,4800
00:18:0a:04:16:a0,00:18:0a:15:22:40,14
00:18:0a:33:2e:f2,00:18:0a:21:e5:29,3
00:18:0a:13:1e:e0,00:18:0a:15:3c:50,50
00:18:0a:15:22:40,00:18:0a:15:dc:00,384
00:18:0a:15:0d:70,00:18:0a:15:3c:50,20761
00:18:0a:32:90:b4,00:18:0a:21:ba:b7,544
00:18:0a:15:22:20,00:18:0a:15:28:30,5811
00:18:0a:14:f4:c0,00:18:0a:14:f8:e0,6756
00:18:0a:15:65:90,00:18:0a:15:22:40,2082
00:18:0a:15:22:20,00:18:0a:15:d6:10,150
00:18:0a:04:5d:a4,00:18:0a:13:bd:60,14
00:18:0a:15:d6:10,00:18:0a:27:cf:e2,62
00:18:0a:04:5d:42,00:18:0a:04:5d:52,244
00:18:0a:15:67:60,00:18:0a:13:b6:90,1
00:18:0a:04:5d:94,00:18:0a:15:aa:30,216
00:18:0a:14:de:f0,00:18:0a:15:47:c0,26
00:18:0a:13:bd:60,00:18:0a:15:28:30,1
00:18:0a:15:67:c0,00:18:0a:14:fc:50,2
00:18:0a:04:16:a0,00:18:0a:15:3c:50,176
00:18:0a:15:90:f0,00:18:0a:15:dc:00,4877
00:18:0a:a1:9f:60,00:18:0a:04:5d:52,375
00:18:0a:04:5d:78,00:18:0a:04:5d:94,10546
00:18:0a:04:16:5e,00:18:0a:04:5d:96,477
00:18:0a:15:b9:30,00:18:0a:15:2e:b0,554
00:18:0a:04:5d:52,00:18:0a:15:d7:20,29
00:18:0a:04:5d:96,00:18:0a:15:67:c0,32
00:18:0a:15:22:20,00:18:0a:04:5d:94,113
00:18:0a:04:16:a0,00:18:0a:15:25:b0,138
00:18:0a:04:5d:42,00:18:0a:15:3c:50,77
00:18:0a:15:5f:b0,00:18:0a:14:f8:e0,167
00:18:0a:14:de:f0,00:18:0a:14:de:f0,24812
00:18:0a:15:67:c0,00:18:0a:15:58:b0,12
00:18:0a:04:6d:c4,00:18:0a:15:22:40,77
00:18:0a:15:25:90,00:18:0a:a1:9f:60,9
00:18:0a:15:5f:b0,00:18:0a:15:0d:70,363
00:18:0a:15:22:40,00:18:0a:04:16:5e,3
00:18:0a:27:cf:e2,00:18:0a:04:5d:52,33
00:18:0a:04:4b:1c,00:18:0a:04:5d:a4,605
00:18:0a:13:b6:90,00:18:0a:15:3c:50,30
00:18:0a:14:fc:50,00:18:0a:15:67:c0,1
00:18:0a:15:58:b0,00:18:0a:15:d6:10,42
00:18:0a:21:e5:19,00:18:0a:21:e5:29,8
00:18:0a:15:aa:30,00:18:0a:15:22:20,117
00:18:0a:04:5d:94,00:18:0a:15:bb:a0,24
00:18:0a:14:e2:b0,00:18:0a:15:22:40,608
00:18:0a:15:ba:f0,00:18:0a:15:22:20,12034
00:18:0a:15:aa:30,00:18:0a:15:e6:c0,19
00:18:0a:04:5d:52,00:18:0a:27:cf:e2,27
00:18:0a:15:b2:40,00:18:0a:15:3c:50,417
00:18:0a:15:22:40,00:18:0a:13:bd:60,14
00:18:0a:04:16:a0,00:18:0a:15:65:90,170
00:18:0a:04:16:5e,00:18:0a:04:4b:1c,5841
00:18:0a:15:aa:30,00:18:0a:14:de:f0,50
00:18:0a:15:da:d0,00:18:0a:04:16:5e,15
00:18:0a:15:98:e0,00:18:0a:04:5d:a4,744
00:18:0a:14:f8:e0,00:18:0a:15:25:b0,29722
00:18:0a:14:f4:c0,00:18:0a:15:b2:40,1953
00:18:0a:15:dc:00,00:18:0a:15:98:e0,344
00:18:0a:15:5f:b0,00:18:0a:15:67:60,2571
00:18:0a:14:fc:50,00:18:0a:15:67:60,14
00:18:0a:14:fc:50,00:18:0a:15:aa:30,3
00:18:0a:04:5d:42,00:18:0a:13:1e:e0,24
00:18:0a:04:5d:a4,00:18:0a:15:98:e0,875
00:18:0a:15:3c:50,00:18:0a:15:58:b0,101
00:18:0a:15:47:c0,00:18:0a:15:0d:70,124
00:18:0a:15:58:b0,00:18:0a:04:5d:94,80
00:18:0a:15:d6:10,00:18:0a:14:de:f0,9
00:18:0a:15:b9:30,00:18:0a:15:3c:50,5212
00:18:0a:15:2e:b0,00:18:0a:15:28:30,182
00:18:0a:15:65:90,00:18:0a:14:fc:50,291
00:18:0a:15:47:c0,00:18:0a:15:5f:b0,39
00:18:0a:15:90:f0,00:18:0a:04:16:a0,483
00:18:0a:21:8a:5a,00:18:0a:21:e2:44,217
00:18:0a:15:d6:10,00:18:0a:13:1e:e0,14
00:18:0a:15:bb:a0,00:18:0a:27:cf:e2,119
00:18:0a:15:22:20,00:18:0a:04:5d:78,45
00:18:0a:32:90:b4,00:18:0a:33:2e:f2,471
00:18:0a:04:5d:94,00:18:0a:15:dc:00,206
00:18:0a:14:de:f0,00:18:0a:15:e6:c0,531
00:18:0a:15:b9:30,00:18:0a:15:67:60,201
00:18:0a:15:28:30,00:18:0a:15:90:f0,19
00:18:0a:15:5f:b0,00:18:0a:15:ba:f0,24
00:18:0a:33:2e:f2,00:18:0a:21:8d:14,20
00:18:0a:04:5d:42,00:18:0a:14:fc:50,8
00:18:0a:15:b2:40,00:18:0a:04:16:5e,2
00:18:0a:15:5f:b0,00:18:0a:15:22:40,8
00:18:0a:15:25:90,00:18:0a:04:16:a0,174
00:18:0a:14:fc:50,00:18:0a:14:f4:c0,20
00:18:0a:27:cf:e2,00:18:0a:27:c5:1a,3
00:18:0a:04:5d:78,00:18:0a:15:22:20,21
00:18:0a:15:b9:30,00:18:0a:13:b6:90,6
00:18:0a:a1:9f:60,00:18:0a:15:25:90,4
00:18:0a:15:aa:30,00:18:0a:15:3c:50,62
00:18:0a:15:5f:b0,00:18:0a:14:f9:d0,5
00:18:0a:15:3c:50,00:18:0a:13:b2:50,134
00:18:0a:32:90:b4,00:18:0a:15:22:20,3
00:18:0a:14:de:f0,00:18:0a:04:5d:94,42
00:18:0a:14:de:f0,00:18:0a:15:bb:a0,1370
00:18:0a:21:e2:44,00:18:0a:15:ba:f0,1
00:18:0a:15:ba:f0,00:18:0a:04:5d:a4,184
00:18:0a:15:25:90,00:18:0a:14:f4:c0,1228
00:18:0a:04:16:a0,00:18:0a:15:67:c0,12
00:18:0a:04:5d:a4,00:18:0a:14:fc:50,12
00:18:0a:14:fc:50,00:18:0a:04:5d:a4,24
00:18:0a:14:f8:e0,00:18:0a:04:4b:1c,71
00:18:0a:27:cf:e2,00:18:0a:13:bd:60,3647
00:18:0a:15:0d:70,00:18:0a:04:4b:1c,147
00:18:0a:15:98:e0,00:18:0a:15:aa:30,42475
00:18:0a:15:98:e0,00:18:0a:15:22:20,353
00:18:0a:15:3c:50,00:18:0a:04:5d:78,53
00:18:0a:15:67:c0,00:18:0a:14:de:f0,883
00:18:0a:21:e5:29,00:18:0a:32:d9:02,3
00:18:0a:14:f9:d0,00:18:0a:15:65:c0,24
00:18:0a:13:b2:50,00:18:0a:15:2e:b0,2
00:18:0a:15:22:20,00:18:0a:15:3c:50,4273
00:18:0a:04:5d:a4,00:18:0a:14:f8:e0,405
00:18:0a:04:5d:a4,00:18:0a:14:f9:d0,72
00:18:0a:14:f4:c0,00:18:0a:15:d6:10,15
00:18:0a:21:e5:19,00:18:0a:21:8d:14,317
00:18:0a:15:e6:c0,00:18:0a:15:0d:70,1331
00:18:0a:22:56:92,00:18:0a:15:65:90,1
00:18:0a:15:22:40,00:18:0a:13:1e:e0,185
00:18:0a:04:5d:96,00:18:0a:15:22:40,9
00:18:0a:22:56:86,00:18:0a:32:90:b4,266
00:18:0a:14:fc:50,00:18:0a:04:16:a0,2603
00:18:0a:21:ba:b7,00:18:0a:22:56:86,51
00:18:0a:15:da:d0,00:18:0a:04:5d:a4,51
00:18:0a:15:b2:40,00:18:0a:14:f4:c0,1709
00:18:0a:13:bd:60,00:18:0a:15:65:90,162
00:18:0a:04:5d:78,00:18:0a:15:58:b0,8
00:18:0a:15:65:c0,00:18:0a:04:16:a0,17
00:18:0a:15:25:90,00:18:0a:27:c5:1a,14
00:18:0a:04:16:5e,00:18:0a:14:f9:d0,12
00:18:0a:13:bd:60,00:18:0a:13:bd:60,2312
00:18:0a:13:b2:50,00:18:0a:14:de:f0,1
00:18:0a:04:6d:c4,00:18:0a:15:2e:b0,167
00:18:0a:15:0d:70,00:18:0a:04:5d:78,53
00:18:0a:15:58:b0,00:18:0a:15:da:d0,12
00:18:0a:04:4b:1c,00:18:0a:15:aa:30,3796
00:18:0a:04:16:a0,00:18:0a:15:ba:f0,58
00:18:0a:22:56:86,00:18:0a:21:e2:44,145
00:18:0a:04:4b:1c,00:18:0a:15:5f:b0,3272
00:18:0a:04:5d:42,00:18:0a:15:bb:a0,5
00:18:0a:15:dc:00,00:18:0a:04:5d:94,322
00:18:0a:04:5d:42,00:18:0a:27:cf:e2,29
00:18:0a:15:aa:30,00:18:0a:15:58:b0,20
00:18:0a:04:5d:96,00:18:0a:15:3c:50,214
00:18:0a:04:5d:a4,00:18:0a:15:90:f0,8
00:18:0a:04:5d:42,00:18:0a:04:6d:c4,29
00:18:0a:04:5d:42,00:18:0a:14:f4:c0,3
00:18:0a:04:5d:94,00:18:0a:15:e6:c0,52
00:18:0a:15:e6:c0,00:18:0a:15:ba:f0,1416
00:18:0a:13:b6:90,00:18:0a:13:b6:90,2684
00:18:0a:15:98:e0,00:18:0a:15:b9:30,48
00:18:0a:14:de:f0,00:18:0a:15:5f:b0,213
00:18:0a:13:b6:90,00:18:0a:27:cf:e2,2241
00:18:0a:15:b2:40,00:18:0a:15:d6:10,4
00:18:0a:14:de:f0,00:18:0a:15:0d:70,12844
00:18:0a:15:0d:70,00:18:0a:15:25:b0,3897
00:18:0a:15:5f:b0,00:18:0a:15:25:90,209
00:18:0a:21:e5:19,00:18:0a:a1:9f:60,1
00:18:0a:14:fc:50,00:18:0a:15:22:20,16
00:18:0a:04:5d:42,00:18:0a:04:5d:42,5616
00:18:0a:a1:9f:60,00:18:0a:04:16:5e,132
00:18:0a:15:e6:c0,00:18:0a:15:dc:00,9052
00:18:0a:14:f4:c0,00:18:0a:04:4b:1c,17
00:18:0a:21:8a:5a,00:18:0a:21:e5:2b,111
00:18:0a:04:5d:52,00:18:0a:04:5d:78,168
00:18:0a:15:aa:30,00:18:0a:04:5d:94,217
00:18:0a:33:2e:f2,00:18:0a:21:ba:b7,27
00:18:0a:04:16:5e,00:18:0a:04:5d:78,2942
00:18:0a:15:ba:f0,00:18:0a:15:e6:c0,1234
00:18:0a:21:e5:2b,00:18:0a:22:56:92,501
00:18:0a:15:22:20,00:18:0a:14:f8:e0,37039
00:18:0a:15:5f:b0,00:18:0a:15:67:c0,9
00:18:0a:15:5f:b0,00:18:0a:15:65:c0,4
00:18:0a:04:5d:78,00:18:0a:15:90:f0,1
00:18:0a:15:58:b0,00:18:0a:04:4b:1c,147
00:18:0a:15:b2:40,00:18:0a:13:1e:e0,3
00:18:0a:15:dc:00,00:18:0a:15:bb:a0,372
00:18:0a:15:d6:10,00:18:0a:13:b2:50,1
00:18:0a:15:25:90,00:18:0a:04:16:5e,30
00:18:0a:04:5d:42,00:18:0a:04:5d:94,3665
00:18:0a:15:d6:10,00:18:0a:15:98:e0,26433
00:18:0a:13:b2:50,00:18:0a:13:b6:90,5087
00:18:0a:04:5d:94,00:18:0a:27:cf:e2,87
00:18:0a:04:6d:c4,00:18:0a:15:aa:30,37
00:18:0a:14:de:f0,00:18:0a:04:4b:1c,43
00:18:0a:04:16:a0,00:18:0a:21:8a:5a,1
00:18:0a:04:6d:c4,00:18:0a:15:e6:c0,12
00:18:0a:15:65:c0,00:18:0a:14:fc:50,4
00:18:0a:14:e2:b0,00:18:0a:14:f8:e0,214
00:18:0a:15:25:b0,00:18:0a:15:da:d0,556
00:18:0a:15:5f:b0,00:18:0a:15:25:b0,197
00:18:0a:32:90:b4,00:18:0a:21:e5:19,1289
00:18:0a:15:58:b0,00:18:0a:13:b6:90,4
00:18:0a:14:fc:50,00:18:0a:15:b9:30,760
00:18:0a:15:47:c0,00:18:0a:15:d6:10,6
00:18:0a:14:fc:50,00:18:0a:27:c5:1a,1
00:18:0a:15:65:c0,00:18:0a:15:0d:70,10486
00:18:0a:04:5d:42,00:18:0a:15:dc:00,75
00:18:0a:14:e2:b0,00:18:0a:15:28:30,188
00:18:0a:15:67:c0,00:18:0a:13:1e:e0,5
00:18:0a:13:b2:50,00:18:0a:04:16:a0,1
00:18:0a:04:4b:1c,00:18:0a:15:22:40,2
00:18:0a:14:f9:d0,00:18:0a:15:b2:40,1
00:18:0a:15:2e:b0,00:18:0a:15:aa:30,86
00:18:0a:15:22:40,00:18:0a:04:5d:52,11
00:18:0a:15:25:90,00:18:0a:04:5d:42,81
00:18:0a:04:5d:52,00:18:0a:15:b2:40,1
00:18:0a:15:e6:c0,00:18:0a:21:e2:44,1
00:18:0a:04:5d:96,00:18:0a:04:5d:a4,3578
00:18:0a:04:4b:1c,00:18:0a:04:5d:94,1617
00:18:0a:04:5d:52,00:18:0a:04:5d:94,1828
00:18:0a:15:65:90,00:18:0a:13:bd:60,149
00:18:0a:13:bd:60,00:18:0a:15:65:c0,1
00:18:0a:15:2e:b0,00:18:0a:04:6d:c4,197
00:18:0a:04:4b:1c,00:18:0a:15:b2:40,2
00:18:0a:14:f4:c0,00:18:0a:21:e2:44,1
00:18:0a:04:5d:78,00:18:0a:15:b2:40,1
00:18:0a:15:dc:00,00:18:0a:15:25:b0,1641
00:18:0a:04:5d:78,00:18:0a:04:6d:c4,40
00:18:0a:04:5d:52,00:18:0a:27:c5:1a,21
00:18:0a:15:ba:f0,00:18:0a:27:c5:1a,6
00:18:0a:13:1e:e0,00:18:0a:15:aa:30,10
00:18:0a:15:98:e0,00:18:0a:04:5d:52,342
00:18:0a:13:b6:90,00:18:0a:04:5d:96,26
00:18:0a:04:5d:96,00:18:0a:15:58:b0,171
00:18:0a:15:3c:50,00:18:0a:04:4b:1c,80
00:18:0a:04:5d:42,00:18:0a:04:16:a0,180
00:18:0a:15:65:c0,00:18:0a:15:b2:40,52
00:18:0a:04:5d:78,00:18:0a:14:f9:d0,11
00:18:0a:15:22:40,00:18:0a:14:f8:e0,909
00:18:0a:14:e2:b0,00:18:0a:15:3c:50,2898
00:18:0a:15:22:20,00:18:0a:27:cf:e2,363
00:18:0a:15:47:c0,00:18:0a:04:5d:a4,15
00:18:0a:33:2e:f2,00:18:0a:21:e5:2b,10
00:18:0a:15:47:c0,00:18:0a:15:bb:a0,107
00:18:0a:15:67:c0,00:18:0a:15:25:b0,2424
